path,requests
/api/api-docs,5
/docs,5
/ui/,5
/dashboard/,5
/auth/admin,5
/home,5
/accounts/login,5
/ui,5
/openapi.json,5
/cas/login,5
/.well-known/openid-configuration,5
/metrics,5
/stats,5
/index.php/presentation,5
/.htpasswd,5
/index.php/staff-lc,5
/333.php,5
/modules/mod_simplefileuploadv1.3/elements/filemanager.php,5
/uwu.php,5
/uwa.php,5
/file31.php,5
/index.php/ressources-documentaires,5
/api/auth/login,5
/jira/secure/Dashboard.jspa,5
/_next/data/uPClMcw5939lDPYtV4m8F/fr/book/15307.json,5
/_next/data/uPClMcw5939lDPYtV4m8F/fr/author/17085.json,5
/_next/data/uPClMcw5939lDPYtV4m8F/en/book/3537.json,5
/_next/data/uPClMcw5939lDPYtV4m8F/en/book/4148.json,5
/en/author/2257,5
/account,5
/client,5
/graphql/graphql,5
/v1,5
/blurbs.php,5
/fr/book/18663,5
/ad.php,5
/heat1.php,5
/faze.php,5
/axds.php,5
/nz.php,5
/znar.php,5
/class14.php,5
/wp-head.php,5
/spurwing.php,5
/auu.php,5
/wp-monkonas.php,5
/cr7.php,5
/ovaaotqdq.php,5
/wax.php,5
/shadow.php,5
/wgvsn.php,5
/lufix.php,5
/2P.update.php,5
/rrdbtjru.php,5
/feed.php,5
/Sfn2kmdefault.php,5
/iKScdefault.php,5
/bawal.php,5
/BDKR28.php,5
/odf7udtspqtpxzyxmw2rcCdefault.php,5
/iQps3ldefault.php,5
/dxipc.php,5
/database.php,5
/fpwch.php,5
/v1/graphql,5
/graphql/v1,5
/api/graphql,5
/_next/data/uPClMcw5939lDPYtV4m8F/fr/ProduitDoc.json,4
/wp-plain.php,4
/wp-content/plugins/fix/up.php,4
/alfacgiapi/perl.alfa,4
/byp.php,4
/init.php,4
/elp.php,4
/NewFile.php,4
/wp-content/uploads/index.php,4
/ws83.php,4
/wp-admin/css/colors/ectoplasm/,4
/wp-admin/classwithtostring.php,4
/lock360.php,4
/core.php,4
/wp-admin/js/widgets/,4
/wp-admin/js/widgets,4
/load.php,4
/wp-includes/ID3/,4
/wp-includes/ID3,4
/css.php,4
/wp-content/plugins/index.php,4
